OMNIvalue,k
120,78.64
724,70.61
434,70.03
275,74.7
286,76.2
289,72.06
107,76.02
62,79.75
119,76.36
328,67.64
373,68.78
186,73.34
328,75.34
360,73.94
146,79.9
248,75.65
740,72.45
303,72.74
189,71.89
271,72.11
192,74.19
286,72.01
48,80.12
43,81.63
60,81.76
63,78.84
186,82.14
165,72.12
80,75.22
77,75.37
214,76.17
276,71.73
202,70.69
298,72.58
92,79.78
101,79.99
555,75.36
335,75.84
209,71.22
337,74.14
410,71.93
107,78.5
297,72.66
116,79.77
60,80.37
44,78.12
49,80.07
112,76.18
81,80.03
195,73.97
70,79.64
96,80.37
321,70.87
77,78.89
105,69.37
88,77.19
37,80.75
46,82.01
68,86.29
76,79.17
81,80.43
51,73.96
84,81.58
74,76.75
104,77.66
170,73.07
259,72.51
322,70.28
273,72.9
306,72.29
289,69.96
161,74.99
341,70.62
465,76.08
98,73.99
62,76.27
66,75.94
88,74.13
128,69.47
108,77.68
75,76.76
41,75.23
60,72.79
83,78.65
194,71.27
130,71.99
96,72.61
144,74.26
226,70.19
216,70.37
82,72.78
70,71.2
56,75.91
66,75.78
51,79.06
46,79.31
38,77.86
79,78.04
76,75.68
153,70.32
169,74.94
53,77.06
90,73.35
69,71.53
86,76.53
142,76.13
127,71.44
87,73.87
91,71.96
99,73.81
94,74.9
99,76.15
108,76.17
82,77.65
81,75.5
23,82.79
33,74.45
35,70.43
65,70.43
84,70.76
185,75.71
88,75.63
83,75.63
54,75.06
55,74.72
69,78.6
42,76.27
82,72.06
116,73.41
110,72.74
90,72.15
50,72.0
47,74.81
48,71.36
55,69.98
67,78.04
102,71.18
161,75.8
120,72.73
52,79.66
116,70.86
144,71.6
159,70.7
49,79.93
36,80.11
38,82.86
53,84.48
57,79.21
63,78.02
45,78.54
38,78.04
41,75.32
159,80.25
229,73.01
122,71.34
700,72.92
560,71.22
405,73.35
288,70.66
83,74.1
69,73.51
78,79.5
73,82.47
61,82.43
40,81.45
31,86.67
24,86.84
47,76.53
117,73.35
142,80.78
91,70.69
94,73.04
125,71.6
59,72.2
114,81.18
97,79.44
104,77.86
480,74.03
671,73.01
510,73.8
208,71.7
117,75.26
168,77.55
165,74.58
142,76.97
141,76.96
135,78.86
95,75.27
70,71.83
49,87.4
71,74.32
291,73.63
135,71.79
61,80.16
52,71.82
89,73.04
99,73.1
72,84.25
66,73.02
59,76.21
56,75.09
71,75.12
114,79.74
54,75.5
47,75.89
42,79.3
51,77.38
53,77.92
40,69.52
39,78.16
29,85.66
66,87.24
315,68.5
189,70.47
326,80.86
178,75.09
140,81.71
95,80.2
41,74.46
45,75.86
58,79.72
48,74.93
82,76.64
182,82.56
45,73.68
35,75.06
166,74.73
382,73.85
134,73.39
151,75.79
165,79.24
221,79.81
194,81.93
144,81.98
244,73.07
399,76.59
53,82.78
101,81.12
300,68.43
220,73.73
344,72.2
575,73.76
154,74.56
195,72.77
71,74.78
369,75.03
274,75.09
73,78.35
81,76.62
69,80.54
74,78.17
77,75.6
177,68.96
80,71.52
63,84.07
78,71.01
41,82.26
54,76.07
44,79.5
67,78.92
41,76.89
56,77.32
85,73.91
78,75.57
68,70.67
52,70.57
73,71.78
99,74.7
41,72.09
44,77.99
86,75.72
101,76.46
52,78.66
33,88.99
30,75.51
32,81.24
29,83.98
29,82.58
38,84.29
78,77.38
326,75.73
339,69.66
411,71.62
266,79.11
264,72.52
301,74.71
291,74.2
118,72.34
84,84.83
235,74.73
92,75.75
51,71.84
81,75.47
71,71.63
232,72.59
216,73.85
189,74.2
231,79.57
190,74.58
311,70.47
285,70.09
89,76.52
76,74.48
48,74.09
66,70.5
58,73.21
57,80.54
121,76.01
183,72.88
61,75.13
52,76.11
30,77.11
37,76.74
41,78.85
107,74.0
122,76.27
285,72.05
290,76.15
119,73.39
69,74.07
139,71.05
176,69.82
319,71.4
438,71.09
472,74.1
139,74.14
161,73.17
289,73.38
287,75.11
180,68.38
318,77.42
221,76.61
379,71.1
306,76.75
66,80.49
160,71.39
325,72.07
372,71.75
356,69.94
325,70.91
250,72.22
304,70.8
359,74.11
402,72.02
261,72.11
130,72.92
175,70.81
156,73.41
107,72.02
150,73.39
305,70.93
306,73.47
152,73.47
222,72.46
248,70.93
466,68.98
443,70.39
337,70.02
65,74.16
89,79.99
253,75.62
181,73.29
122,77.1
269,72.08
265,72.5
79,70.37
55,79.23
345,71.34
259,73.54
88,72.19
55,76.65
55,75.01
33,73.3
18,75.26
110,77.56
85,74.33
36,72.19
32,72.61
48,76.38
53,79.44
73,82.01
48,69.13
48,79.33
164,69.13
69,73.32
148,70.17
118,71.87
152,75.79
108,73.41
59,80.83
53,80.56
55,69.38
58,83.82
88,77.36
372,72.73
461,74.72
396,68.72
381,75.59
253,72.18
256,68.24
341,67.73
675,66.19
742,73.31
282,76.9
147,68.48
317,73.46
426,68.29
482,71.41
675,70.4
228,76.74
111,84.9
114,75.51
241,78.58
258,66.3
297,74.47
244,68.63
235,73.44
199,72.04
141,79.6
430,71.1
624,69.79
604,73.03
376,71.69
241,70.13
172,68.7
410,70.75
662,71.18
666,75.92
805,72.48
518,70.58
532,73.3
424,74.27
193,73.0
168,75.56
304,76.47
466,71.43
236,74.39
281,78.55
308,69.05
498,82.46
314,72.71
245,72.0
624,76.96
688,70.72
575,68.37
325,70.03
395,77.59
218,72.82
449,74.53
427,70.77
529,75.09
388,73.02
500,68.55
67,81.6
335,73.99
365,73.48
76,72.74
68,74.58
60,84.25
77,79.53
393,79.65
728,71.69
651,74.82
585,76.16
315,75.09
316,77.64
430,69.43
626,68.71
194,70.91
243,68.54
436,66.74
313,71.29
348,70.81
392,69.46
206,78.15
453,66.89
298,76.97
103,73.61
249,83.46
334,75.1
364,78.15
119,75.01
141,76.14
294,73.97
742,74.88
337,79.85
95,78.09
65,86.93
155,74.68
263,74.72
348,73.38
357,65.53
422,72.85
210,71.66
190,71.47
148,76.59
202,72.55
51,73.88
77,75.55
47,75.0
41,85.29
38,76.3
48,75.09
39,72.87
32,83.42
31,75.78
29,89.84
28,87.36
39,73.39
55,72.32
100,75.46
86,74.03
59,75.83
41,69.2
45,73.65
45,78.21
48,73.07
38,73.62
56,73.32
175,70.74
172,74.46
296,76.73
407,70.1
267,77.54
280,73.08
167,71.32
157,75.22
198,69.0
214,69.91
557,67.99
484,72.94
531,75.04
565,70.31
467,71.86
458,71.02
197,78.39
532,67.87
209,77.9
52,70.87
47,73.21
215,73.56
549,69.72
327,72.75
132,73.41
39,74.28
37,81.86
47,74.72
258,77.87
100,86.57
299,77.5
286,76.6
127,72.92
44,79.5
38,75.52
43,74.83
34,71.39
44,75.52
41,85.9
44,73.33
41,78.66
45,82.83
41,80.56
236,71.69
114,79.2
103,81.51
330,76.27
82,73.85
57,84.36
49,74.2
40,89.95
51,73.57
45,73.71
43,82.17
52,83.04
74,70.43
62,76.75
61,82.7
74,80.82
79,72.17
83,82.1
581,74.19
759,75.06
241,78.47
85,75.24
63,87.73
288,78.24
369,73.1
54,81.04
48,82.7
64,84.59
72,76.56
60,77.33
63,81.36
69,71.56
83,79.08
93,80.45
111,76.26
184,78.97
121,75.13
149,70.67
419,74.88
413,73.7
46,80.57
156,69.83
73,71.89
131,71.85
95,70.63
77,72.46
84,79.83
57,82.41
51,70.11
32,68.41
30,75.42
39,70.21
46,75.63
116,76.0
158,74.92
93,72.76
53,78.39
78,70.64
303,70.32
173,74.3
151,74.29
247,71.43
544,74.05
507,70.67
435,67.76
610,74.59
623,70.35
896,71.51
570,71.7
375,69.26
306,72.8
306,71.66
371,70.27
403,74.67
314,68.82
418,74.48
232,73.72
139,70.85
88,67.6
65,80.22
66,67.78
75,71.45
221,69.72
120,74.99
60,78.61
39,75.33
43,76.19
57,77.95
47,81.12
45,86.4
63,89.81
69,85.17
74,87.41
81,89.79
90,83.0
144,81.3
364,63.86
1027,66.41
561,73.34
167,72.32
107,81.18
87,75.98
61,83.43
88,86.14
104,74.67
223,75.2
96,75.27
388,78.93
355,80.23
501,74.79
209,80.74
223,71.37
565,76.18
244,72.6
153,70.72
258,81.86
151,75.42
75,74.84
108,76.38
153,74.57
179,70.27
268,73.8
529,72.18
547,73.17
322,74.13
66,72.03
68,82.84
63,84.57
253,75.02
419,73.83
478,74.13
241,78.25
413,76.1
895,88.13
932,74.06
725,82.37
844,69.31
1366,74.79
965,74.11
854,72.84
703,70.6
753,70.6
618,74.0
550,64.28
618,64.49
508,69.09
840,68.32
1114,66.91
885,74.22
897,74.46
788,68.2
719,74.93
825,75.2
846,76.38
775,69.41
920,72.08
545,70.48
920,69.61
746,78.3
957,70.83
612,71.59
562,76.68
741,73.66
1019,79.2
988,66.82
469,71.46
471,85.93
613,69.5
538,70.84
659,70.36
537,70.59
613,73.9
476,70.69
502,73.74
551,70.86
506,71.71
602,73.47
634,74.67
637,73.28
618,70.3
656,70.95
784,71.11
682,69.62
712,75.14
671,72.56
741,70.37
583,73.44
729,73.36
671,70.2
696,73.76
533,72.62
529,68.19
498,66.29
551,78.11
299,68.33
422,68.06
391,74.83
550,71.27
464,72.39
412,69.75
441,68.34
379,72.01
463,72.18
324,72.81
271,70.36
314,69.88
66,71.25
61,79.2
60,78.37
72,72.7
70,77.42
63,77.99
55,80.13
63,76.32
156,71.33
39,73.47
36,73.94
24,86.72
38,83.61
36,87.77
62,89.48
100,73.57
288,75.95
176,71.18
259,69.26
588,76.53
630,74.24
487,71.91
372,75.69
430,72.39
332,74.33
204,81.22
618,67.82
1102,76.86
812,73.59
838,73.94
793,69.97
811,73.28
690,70.1
527,70.89
119,73.39
175,70.31
101,70.43
73,74.96
116,71.38
382,69.11
253,74.37
106,74.53
57,71.77
30,70.62
36,73.83
32,74.09
27,74.87
46,75.12
717,73.77
638,72.34
509,71.13
895,67.26
509,72.13
317,70.64
293,72.06
129,75.15
124,70.67
154,70.65
398,71.76
575,72.11
526,71.64
730,75.59
588,67.9
372,71.18
144,77.27
99,69.63
184,77.74
318,67.95
421,77.1
115,80.77
132,70.69
311,73.61
481,74.2
349,70.01
444,74.7
433,77.79
867,69.42
714,69.5
575,72.63
914,72.12
530,71.22
504,68.83
725,75.78
735,70.65
389,75.88
298,71.95
508,74.31
389,67.61
370,73.05
420,75.38
485,74.28
556,73.08
171,83.23
258,73.47
273,82.74
639,70.4
639,71.47
835,71.15
1123,72.26
633,72.54
572,78.36
371,75.64
484,73.62
551,73.81
829,71.87
321,71.77
524,71.01
664,68.24
207,67.09
322,78.24
353,77.22
264,77.45
205,73.3
241,77.56
404,72.46
473,71.19
290,75.39
162,77.44
233,73.95
328,73.5
212,73.03
105,75.13
90,75.11
215,72.75
157,78.63
72,75.55
332,72.52
252,74.74
229,70.17
281,74.38
288,75.57
228,72.08
187,75.84
193,72.97
70,81.33
62,75.25
157,71.61
373,71.06
543,75.05
243,73.98
408,70.46
231,75.04
120,76.01
270,75.61
265,73.69
416,72.16
259,77.18
360,76.15
442,71.29
347,75.69
174,74.15
125,76.45
165,77.7
224,75.44
306,73.59
184,72.08
348,72.29
311,72.69
205,71.68
144,71.94
159,71.3
137,79.43
153,71.44
139,75.62
113,78.61
69,72.84
70,80.53
262,78.79
260,76.62
242,73.05
148,72.2
121,71.78
116,75.89
282,71.57
540,67.22
474,73.7
367,72.93
325,72.53
356,73.11
348,71.59
355,76.4
292,73.41
372,71.45
447,71.32
481,69.19
559,70.35
711,70.39
674,71.22
586,71.69
491,71.66
474,72.71
386,74.64
234,75.13
236,78.03
208,74.45
237,78.73
347,71.16
402,73.99
382,75.96
240,73.02
106,74.23
77,82.76
92,74.67
63,85.96
59,73.53
69,72.88
32,80.71
30,75.57
47,85.92
49,78.8
40,75.74
48,82.36
54,89.74
67,76.01
74,87.28
83,80.77
89,77.2
78,75.31
90,76.83
63,74.04
61,75.13
87,74.32
74,77.94
69,75.91
125,80.26
136,79.01
125,85.64
361,70.7
639,74.64
298,71.5
95,77.39
57,88.71
43,75.49
46,75.02
38,75.96
51,68.74
55,71.64
56,80.14
58,73.87
75,77.08
84,74.66
103,71.42
85,73.15
77,74.58
72,72.95
59,75.75
58,75.12
37,74.98
87,75.31
73,76.01
76,77.22
62,72.1
75,80.28
121,70.09
117,84.04
91,77.72
111,75.61
131,71.59
104,75.33
89,72.46
80,72.97
80,76.89
66,74.22
157,72.55
124,75.63
106,75.19
125,73.84
130,75.01
115,76.32
79,83.21
91,78.28
89,81.57
103,73.69
139,75.85
73,74.0
96,73.43
96,70.01
67,75.21
54,74.28
67,70.77
78,73.53
66,77.79
57,87.14
74,82.76
93,82.78
95,76.72
114,75.58
118,71.18
108,75.05
155,72.93
190,70.37
299,73.02
144,76.22
148,73.7
205,73.72
59,76.84
245,68.42
297,76.36
117,71.76
80,80.59
79,78.52
93,89.82
100,80.01
116,69.93
152,74.56
274,70.09
316,73.83
321,73.43
73,79.61
111,73.48
278,70.66
531,78.18
232,74.5
51,76.69
63,78.35
65,75.75
96,77.6
154,77.43
161,73.44
308,69.08
333,69.81
221,69.66
196,80.34
262,70.36
321,74.16
268,71.91
186,70.46
120,72.28
86,76.72
70,74.2
40,72.83
91,72.26
210,70.81
231,74.62
78,74.13
80,73.5
748,71.31
262,80.2
135,70.26
139,74.43
124,80.09
92,77.32
89,72.35
77,75.39
74,74.82
50,83.18
40,75.11
121,83.61
166,73.1
66,78.43
51,89.61
49,73.55
51,89.59
63,75.43
64,88.38
79,84.22
97,85.74
116,76.02
105,78.38
116,72.33
114,82.0
106,75.7
125,78.68
99,74.15
54,74.89
52,89.89
35,71.81
44,83.26
51,75.68
57,78.62
61,82.66
48,76.04
47,74.57
52,86.07
56,83.09
56,84.4
73,73.21
124,81.26
93,77.26
137,71.7
123,70.26
103,83.4
86,80.5
77,74.88
53,84.99
38,75.03
47,84.97
46,71.51
41,77.51
63,87.3
47,89.84
156,83.73
228,69.68
174,76.55
162,75.88
364,74.52
316,72.83
113,73.32
70,74.73
180,84.35
404,74.27
317,73.88
67,75.52
53,74.98
49,74.84
60,81.79
54,71.98
56,74.71
125,78.46
112,76.37
70,76.84
79,80.7
70,74.97
64,75.04
250,72.56
374,76.99
167,74.21
79,76.46
130,75.25
163,74.87
433,76.86
404,74.66
193,79.3
192,77.48
315,76.39
319,77.6
74,80.75
47,78.78
75,74.06
105,71.49
235,70.86
253,73.06
357,75.02
344,74.26
971,75.75
519,67.77
497,74.62
581,76.52
505,78.97
274,84.6
240,76.84
290,75.97
415,71.38
200,73.7
40,79.94
38,74.81
47,74.35
106,83.34
58,79.35
319,67.71
546,71.84
170,78.08
131,69.75
65,73.93
58,79.42
54,69.44
83,81.21
49,80.77
126,75.38
111,79.99
347,77.36
340,72.48
423,75.0
502,72.93
659,69.5
597,71.6
664,68.5
619,69.84
338,68.2
344,68.95
286,73.97
254,68.17
412,73.05
405,73.3
506,70.32
742,72.23
616,77.5
810,80.07
724,67.91
784,75.56
682,66.79
522,72.61
555,72.53
675,69.8
450,68.99
333,69.78
370,71.75
93,76.63
241,72.83
458,70.47
535,69.02
555,75.04
385,75.68
743,69.62
1028,71.87
929,75.04
953,73.12
701,74.75
869,70.55
972,74.71
515,75.22
404,66.62
584,69.35
446,73.05
898,73.04
1065,72.86
657,66.11
673,76.86
317,71.49
653,74.75
955,68.25
892,70.57
945,67.93
1162,71.95
983,72.19
869,71.24
602,80.3
450,72.03
580,74.54
627,73.34
586,73.89
621,70.85
546,76.04
601,74.4
670,78.93
321,74.67
524,72.31
266,77.11
192,71.44
373,74.57
336,72.28
391,75.27
609,78.9
446,74.5
345,74.24
321,71.76
656,69.16
354,72.37
394,67.95
416,73.31
383,75.51
292,73.79
556,66.56
525,70.6
383,72.68
781,73.07
737,72.42
628,73.56
677,65.14
995,76.09
900,73.7
1006,72.34
986,74.77
789,77.99
868,74.54
629,64.75
546,74.55
524,77.07
529,73.91
530,72.86
404,78.03
419,73.31
639,73.8
210,76.58
196,80.45
134,74.62
234,79.74
437,77.55
167,75.86
199,75.82
486,70.97
398,71.45
225,71.25
181,73.33
199,78.08
183,76.06
143,77.52
337,70.79
267,73.62
196,78.43
373,73.8
589,73.23
224,77.16
99,80.8
75,80.13
63,80.57
87,81.27
121,76.4
232,80.01
179,77.77
337,72.63
225,74.98
74,74.42
129,82.42
156,72.65
196,71.3
124,74.68
112,75.9
311,72.09
304,79.01
405,72.16
280,76.77
234,79.36
114,76.04
175,80.05
129,72.41
166,75.87
159,76.44
143,74.96
134,71.47
107,79.71
140,71.8
136,77.51
126,72.13
103,74.61
56,75.01
57,76.95
76,79.08
188,77.11
161,73.04
262,73.0
127,83.18
282,81.62
211,76.65
196,82.44
123,76.25
103,78.62
137,68.38
87,73.92
90,76.52
55,73.82
52,73.12
41,75.01
84,73.24
130,80.21
150,69.48
126,72.09
85,76.3
146,76.46
374,78.44
212,75.13
108,81.46
81,84.88
124,74.73
99,83.74
103,73.87
95,79.24
129,78.07
89,75.04
85,76.0
218,78.67
381,70.66
906,72.45
852,74.41
154,73.48
90,76.33
143,83.05
169,69.19
181,69.1
410,76.04
439,80.02
158,75.32
86,82.14
87,75.3
181,87.69
189,80.98
73,69.46
95,84.84
90,74.99
133,78.43
466,73.87
294,72.59
52,78.8
54,86.77
85,86.65
128,79.67
168,71.74
140,75.83
127,75.85
103,77.88
85,74.88
63,74.29
94,81.81
62,71.61
51,74.4
51,74.9
43,75.34
43,77.54
150,75.68
86,81.99
60,82.24
69,73.99
76,74.36
78,75.29
83,73.41
97,75.53
196,68.75
211,78.9
230,70.5
184,75.82
252,71.8
302,73.68
196,73.37
210,72.55
196,74.63
396,69.82
276,74.93
192,78.89
224,79.31
307,71.2
987,77.16
1016,74.13
665,76.74
368,72.03
698,65.18
843,73.79
867,70.72
797,70.37
937,69.8
728,67.2
529,74.84
422,76.78
286,89.48
432,71.76
785,69.13
974,69.81
528,73.56
218,79.63
660,79.94
695,71.18
616,74.8
821,68.93
1217,69.75
1350,71.76
1077,69.55
604,75.2
267,79.39
180,75.04
205,74.72
307,75.63
63,85.65
129,89.05
133,78.6
166,70.97
229,74.05
123,78.52
87,77.03
81,75.59
56,84.9
48,76.39
58,81.49
50,82.44
54,73.79
53,75.56
57,89.59
55,75.45
46,81.5
52,85.53
59,83.16
85,89.52
70,80.09
70,85.29
97,82.93
97,73.54
88,77.71
75,76.71
102,81.73
58,73.26
107,77.73
180,71.42
396,74.28
377,71.31
271,74.09
184,81.8
189,73.21
415,74.88
416,72.19
923,78.3
835,73.28
721,72.46
762,70.4
609,73.92
442,65.6
285,73.17
244,80.57
205,76.05
293,75.68
116,75.07
148,87.36
76,72.32
88,75.32
52,75.1
68,76.08
51,78.5
54,78.69
40,84.04
44,81.11
55,87.52
61,89.62
71,83.75
113,83.01
84,78.68
64,81.13
41,77.44
44,76.97
42,74.83
39,88.98
27,75.24
33,76.24
36,86.91
43,89.33
43,70.58
40,76.93
33,69.7
41,86.16
38,84.71
56,70.69
47,82.24
46,89.65
52,71.26
51,88.81
61,89.65
62,86.15
55,82.29
49,77.55
42,85.14
39,75.81
33,77.51
30,75.55
29,75.89
45,75.42
43,81.6
41,84.58
68,83.96
78,87.38
95,83.58
147,70.68
222,72.66
142,75.98
120,83.11
82,86.7
74,70.35
130,84.35
58,83.71
61,76.07
69,87.48
405,79.56
419,74.47
283,77.79
198,75.82
493,75.84
491,77.3
463,74.95
411,75.35
388,72.24
412,76.0
565,75.14
771,69.67
723,75.12
695,70.1
300,73.82
154,85.61
440,75.65
344,73.82
227,80.02
541,71.07
779,77.52
820,77.41
770,70.48
243,71.55
365,76.56
461,76.63
497,75.35
455,75.08
678,75.09
530,81.18
740,75.71
171,77.17
386,68.92
641,75.19
631,74.27
501,76.27
407,73.17
265,77.01
687,74.57
896,89.88
718,74.09
595,75.54
910,68.9
650,68.02
755,68.48
734,72.22
136,74.24
234,73.38
742,74.61
659,75.14
578,75.42
359,79.66
192,71.36
654,77.9
667,73.72
361,75.52
718,69.8
372,75.38
282,70.0
219,80.22
440,73.76
650,72.29
185,82.68
450,76.6
527,75.96
688,72.46
421,67.93
552,68.05
594,74.97
363,72.67
791,74.69
668,70.54
633,70.41
593,75.16
451,75.65
266,78.03
670,72.32
462,72.72
878,77.89
435,80.1
421,77.11
243,76.13
160,71.57
214,72.75
447,75.07
476,73.79
1014,76.37
827,72.37
852,69.99
575,76.33
281,73.27
176,81.46
270,78.55
312,70.97
347,78.99
213,70.23
277,74.66
469,74.15
307,73.25
115,70.97
585,71.23
620,69.25
720,72.44
932,75.25
1020,72.65
691,73.8
579,76.1
614,69.7
519,69.17
391,69.47
302,80.12
277,68.87
259,81.74
516,74.55
435,77.34
557,77.4
385,73.3
435,76.45
568,73.73
645,74.57
443,80.89
364,76.35
393,75.44
703,75.05
539,75.85
633,69.68
449,75.42
300,75.28
207,73.36
314,80.68
403,73.52
473,76.84
316,78.12
531,72.46
253,76.56
173,79.75
243,75.49
313,71.38
408,75.59
472,74.37
465,76.93
376,73.87
535,74.7
478,74.79
428,70.49
73,83.87
120,82.0
81,73.7
97,79.49
128,78.05
179,75.17
189,80.06
198,70.65
169,72.68
180,70.25
306,75.07
187,74.26
93,78.72
208,73.57
439,75.95
734,72.17
438,76.33
381,72.49
216,70.95
241,74.26
363,80.04
603,75.06
622,78.59
549,70.86
615,77.34
709,72.53
613,72.22
932,68.75
744,71.2
821,71.64
726,71.45
586,80.47
488,74.82
347,71.88
347,78.12
288,76.85
449,75.0
326,69.74
343,71.44
645,75.1
708,71.8
849,67.94
578,75.3
206,71.27
401,78.29
475,72.34
267,76.45
377,74.49
183,77.41
248,72.22
248,74.33
233,73.34
224,85.53
197,82.0
93,76.38
76,81.48
65,72.8
89,89.84
108,77.07
57,81.48
109,75.69
83,73.86
72,76.44
95,80.93
104,77.13
155,73.9
177,79.92
130,74.11
70,79.92
83,81.9
96,75.43
88,87.71
107,74.9
124,85.63
93,71.58
69,75.09
70,79.59
85,71.27
232,75.28
138,76.76
61,84.35
100,77.67
256,74.56
331,75.29
291,75.62
203,75.83
98,72.32
130,79.07
117,72.27
146,76.4
76,74.85
61,75.15
164,80.64
295,76.59
439,70.34
366,72.81
187,76.94
568,74.53
199,77.69
55,74.94
63,89.9
54,82.96
77,84.88
101,79.26
98,73.29
231,70.92
295,70.9
252,70.79
222,79.96
162,73.59
207,70.71
203,74.84
280,68.25
230,72.71
205,78.79
710,75.44
771,70.99
873,72.19
924,72.35
766,71.74
722,70.4
616,73.38
562,71.58
372,72.93
497,78.78
770,73.18
1321,79.31
1708,89.65
1200,75.12
652,75.21
566,88.82
423,72.05
558,79.8
607,75.22
1198,68.18
1120,71.99
941,73.21
1028,70.69
850,75.35
995,67.43
1315,70.02
925,78.92
664,72.71
722,68.93
899,69.55
985,71.31
951,71.1
897,75.1
725,89.3
721,68.13
723,67.49
469,73.44
657,76.7
528,78.67
534,72.38
312,77.1
571,73.39
678,75.88
643,77.61
329,82.38
242,69.9
204,80.04
225,68.67
212,82.65
359,78.46
178,74.76
84,84.61
64,73.13
107,83.26
548,71.52
836,73.77
569,76.64
397,73.85
330,80.84
312,72.65
151,74.97
105,83.2
72,73.82
123,84.49
433,72.18
615,72.99
621,76.64
399,72.89
698,71.78
553,71.56
735,69.21
421,79.56
399,69.52
253,76.44
646,74.91
233,76.14
165,86.78
1303,71.42
1266,72.59
902,71.47
1434,68.16
964,71.13
717,70.78
1083,66.62
995,68.25
825,74.65
695,80.09
604,74.83
1110,76.96
586,74.35
865,71.54
758,70.22
860,72.34
794,68.35
902,76.09
696,70.68
1030,75.89
728,76.5
720,72.06
982,76.82
779,70.94
721,73.72
765,76.08
601,73.97
481,75.34
223,78.21
342,77.38
325,76.61
276,70.29
272,75.86
147,78.71
157,76.7
75,70.25
89,79.81
73,87.27
131,68.26
167,73.4
211,77.25
192,72.87
72,80.35
51,85.27
94,81.69
52,83.33
57,78.36
118,80.8
233,79.27
619,70.91
824,72.03
1201,70.56
854,71.43
218,67.19
1143,73.88
1267,72.32
1030,71.37
917,66.08
529,75.69
391,73.5
385,69.48
518,70.31
290,81.1
797,73.02
460,65.97
488,83.93
666,72.77
583,72.97
856,75.58
801,65.6
101,76.69
75,74.75
172,69.24
166,80.18
149,81.95
279,77.56
258,77.82
467,76.18
769,74.74
641,74.12
639,72.63
740,75.1
419,79.62
194,75.27
545,78.71
228,77.65
531,82.68
719,68.63
671,76.45
632,75.97
893,73.58
793,81.87
1043,67.79
570,73.15
210,75.62
324,77.17
262,82.17
397,81.87
389,80.89
211,75.39
544,78.15
792,65.62
920,72.36
795,73.62
731,68.28
564,73.69
209,76.27
195,84.51
290,83.12
514,72.29
717,70.68
431,73.83
203,78.75
195,73.25
294,77.9
332,72.5
368,80.57
482,75.06
507,72.87
551,74.61
637,74.64
342,79.22
274,75.15
586,73.39
539,73.29
369,80.03
274,77.67
283,68.0
321,76.12
269,72.92
529,73.13
438,73.39
415,80.4
290,74.55
146,78.86
314,74.53
295,71.68
231,74.56
289,71.47
195,78.19
864,74.14
242,80.31
226,78.31
190,77.21
318,74.62
359,72.54
331,72.94
340,74.43
329,79.88
441,74.83
681,74.42
511,75.13
244,75.3
103,79.47
91,73.12
126,81.64
106,78.47
297,79.34
75,79.92
103,77.87
157,77.52
167,80.38
233,74.46
155,79.43
217,72.06
327,71.23
250,71.08
168,74.22
123,77.37
226,74.41
94,86.68
174,80.08
335,76.92
408,77.81
302,79.9
299,73.49
366,70.08
256,71.31
259,70.55
396,72.75
149,75.21
113,76.24
75,83.75
102,80.29
56,85.88
89,84.0
89,70.55
79,77.47
64,70.61
56,82.87
89,81.85
172,71.92
305,76.52
369,70.43
514,78.26
643,77.35
442,72.63
57,85.08
33,85.4
59,84.06
66,80.11
67,76.56
56,73.82
48,86.6
59,74.83
64,84.26
73,82.69
70,72.25
64,78.43
64,76.25
77,78.48
84,89.71
80,81.09
125,77.82
171,77.7
195,72.16
216,82.04
142,72.44
125,73.05
116,75.88
171,71.85
206,76.13
189,73.84
238,74.02
293,71.84
212,76.31
57,85.81
68,70.42
83,85.55
76,80.29
98,80.95
153,75.95
200,76.74
153,74.06
118,73.26
428,71.59
344,71.87
425,73.55
589,71.08
56,73.92
54,73.2
112,86.93
230,75.03
134,77.09
106,80.26
174,80.05
310,75.93
370,69.21
659,73.12
768,72.39
247,74.87
374,83.94
361,79.12
177,75.44
154,73.68
140,70.89
92,86.47
414,79.9
1095,68.73
891,67.8
843,73.26
657,71.45
695,67.4
779,72.21
960,69.3
902,74.27
770,69.6
159,75.21
285,76.58
699,70.61
684,78.96
698,80.27
533,71.43
279,81.52
280,78.34
563,70.26
557,72.88
762,72.67
300,71.94
246,80.36
707,74.95
915,74.01
605,76.2
807,73.49
1256,77.82
990,77.71
669,75.08
303,74.34
789,70.54
764,68.26
912,74.27
830,73.12
914,74.86
809,71.25
789,72.01
925,67.91
769,69.96
575,75.97
281,77.74
392,75.14
162,74.72
201,78.58
427,69.4
820,75.21
522,74.85
134,75.94
258,73.79
366,64.57
448,74.27
530,76.28
682,73.29
881,69.78
968,76.93
884,65.93
614,74.8
445,73.52
335,76.72
293,69.99
715,72.51
395,72.44
458,71.62
224,72.84
196,69.65
204,75.35
79,75.21
250,74.84
519,77.9
1110,77.0
856,70.44
717,62.98
771,78.67
1055,70.8
699,74.4
459,72.8
361,70.99
342,73.12
460,75.47
1061,74.19
726,66.41
805,73.29
606,72.52
436,85.41
267,73.5
216,71.48
175,70.34
186,73.7
217,77.01
281,74.3
517,68.41
824,70.21
694,77.69
353,73.21
448,88.4
352,80.07
157,73.31
166,76.96
215,78.65
170,75.21
270,79.92
210,74.55
148,74.94
235,75.67
231,79.68
323,81.73
429,77.79
625,78.15
533,66.95
357,76.41
215,78.31
419,79.68
391,72.19
507,73.6
536,73.12
289,73.88
