OMNIvalue,k
96,77.12
69,73.68
173,76.45
62,76.68
93,75.56
109,80.05
84,80.03
151,76.05
106,71.4
42,83.94
43,81.1
87,74.14
155,73.55
44,74.45
188,76.34
118,81.14
51,79.05
51,78.27
52,81.17
76,77.59
121,70.6
33,79.67
50,75.38
109,70.26
209,74.75
209,70.79
112,73.96
190,74.77
40,73.7
168,78.05
111,79.83
131,76.23
190,77.79
150,73.05
154,75.35
226,70.94
159,73.68
117,73.53
74,75.29
86,76.12
45,81.86
35,81.42
54,76.69
35,72.13
34,81.86
32,78.59
35,73.6
41,74.51
91,76.43
154,78.4
104,79.2
78,79.06
95,79.63
92,74.15
52,77.07
73,74.42
57,76.61
39,70.67
31,77.26
24,75.43
26,70.48
27,84.7
28,71.69
119,70.35
124,78.04
121,78.06
239,71.82
276,71.63
266,70.38
333,73.33
41,80.19
343,76.96
459,75.07
316,76.14
128,79.23
90,82.4
109,79.62
184,81.15
173,77.41
377,72.91
279,74.48
153,79.82
45,73.64
15,77.17
21,76.09
38,78.55
74,71.77
35,70.09
22,70.05
16,70.15
26,75.51
25,80.52
365,74.84
497,76.25
374,77.26
652,72.56
574,78.05
283,73.76
452,75.53
475,71.02
706,69.99
998,69.3
794,68.12
486,67.73
466,67.0
651,64.75
831,68.95
211,76.05
165,74.8
243,68.95
404,66.07
323,71.77
368,72.0
389,74.58
295,70.71
79,78.84
38,83.67
33,70.14
52,76.35
127,80.38
51,71.47
73,73.03
148,70.44
379,71.22
251,76.88
440,75.34
346,70.51
417,71.72
205,73.59
292,72.01
401,71.25
412,75.05
187,71.6
390,72.09
169,76.23
175,72.03
431,73.71
362,73.66
335,72.91
291,74.08
193,74.61
140,77.32
124,77.51
98,76.17
86,77.41
147,73.14
392,72.62
335,73.25
87,76.32
30,79.25
41,80.61
165,71.15
169,70.76
192,71.88
203,73.23
420,68.92
52,79.05
107,79.7
78,78.93
65,75.22
33,82.27
50,79.01
364,73.03
326,66.92
243,70.28
229,72.23
87,79.7
88,76.16
139,74.49
211,73.44
184,74.54
52,81.37
64,86.06
67,82.57
88,83.61
334,78.97
350,78.21
372,74.41
359,82.1
430,73.28
484,70.15
367,77.12
570,76.04
671,73.88
474,73.08
649,71.69
739,72.54
767,71.12
292,74.59
442,72.92
531,74.77
381,74.78
98,78.37
79,73.33
193,78.52
516,76.29
467,69.12
483,71.42
239,72.44
407,71.52
263,73.72
497,72.5
524,70.27
304,71.83
694,71.56
745,68.97
588,74.9
376,75.7
876,71.48
696,67.65
635,70.39
330,73.83
95,76.54
319,72.77
518,71.57
192,74.29
119,74.67
165,77.9
276,73.79
219,74.2
362,74.68
209,81.8
270,73.56
345,72.34
777,73.01
608,69.6
353,76.72
206,79.27
236,70.84
319,71.68
173,70.2
184,77.95
183,79.86
299,75.03
239,76.01
190,79.56
160,80.14
70,78.42
100,78.71
39,81.81
37,76.33
67,81.71
419,75.87
544,67.95
192,77.31
227,75.97
151,79.11
71,79.22
78,72.26
222,70.52
143,72.67
226,69.33
105,77.1
90,79.02
80,70.88
405,77.51
329,76.32
128,70.9
298,75.06
657,71.4
565,74.44
158,77.72
71,78.33
119,81.77
78,80.11
61,75.05
38,81.96
43,80.26
130,78.15
460,73.74
312,75.47
73,80.12
96,79.42
255,77.92
168,74.82
340,76.32
574,74.25
294,72.53
181,71.23
129,70.72
198,74.56
123,80.56
108,80.81
56,83.34
49,80.7
45,83.25
57,80.55
54,79.83
21,83.81
60,77.52
49,75.98
64,72.98
44,81.04
38,80.79
94,78.08
237,77.05
265,76.54
557,79.91
1052,67.21
828,65.08
701,70.22
160,72.25
215,66.18
345,71.17
444,68.13
690,70.24
259,79.18
191,74.05
578,72.63
577,79.28
575,69.79
431,75.81
363,72.54
815,72.47
315,68.89
345,68.62
153,73.35
522,68.48
223,73.3
92,76.9
121,82.56
782,73.11
557,70.83
523,72.58
552,66.98
270,76.44
486,68.84
352,75.09
247,80.51
549,71.74
84,74.84
187,74.91
328,71.2
419,70.2
490,73.28
259,73.34
292,77.59
313,77.82
450,75.55
701,70.39
502,81.58
579,73.46
133,75.32
61,75.67
85,77.36
177,71.76
423,73.96
239,74.17
270,71.25
51,82.35
169,71.45
534,68.19
368,69.61
133,77.58
44,84.74
41,82.19
82,71.33
155,69.89
155,69.76
80,72.45
120,78.14
194,72.24
108,75.68
182,75.9
182,72.33
63,78.12
129,79.59
114,77.79
184,81.39
257,77.92
39,72.07
24,70.63
146,81.83
271,71.28
146,73.5
113,79.94
335,73.07
217,74.43
549,70.09
460,71.12
317,67.57
287,76.84
422,75.69
700,69.08
582,73.13
349,68.65
254,74.35
296,71.03
352,71.04
1124,69.26
565,70.89
891,69.2
406,73.11
1088,70.58
652,68.99
438,66.83
601,76.84
1010,72.95
473,71.26
277,73.9
190,79.75
143,72.96
297,80.1
164,73.24
177,83.92
147,74.29
107,77.42
239,71.14
324,74.77
264,72.39
382,75.63
370,79.04
289,73.62
509,70.68
220,81.29
152,81.93
344,71.13
253,72.79
174,71.67
410,76.16
318,72.5
420,68.43
245,74.12
459,71.79
462,68.05
570,70.78
679,64.34
704,71.21
296,80.59
658,71.73
571,75.74
628,70.35
414,76.28
358,69.52
223,68.62
396,71.67
226,78.19
271,70.05
371,75.15
50,82.74
46,70.2
59,81.96
107,79.23
342,71.66
531,76.52
242,75.2
212,78.54
632,74.3
206,74.48
110,74.72
120,76.54
159,73.03
268,74.6
242,76.56
390,72.6
267,77.65
164,73.67
213,73.84
326,73.01
116,74.98
110,71.73
134,71.91
169,72.86
58,73.57
42,77.84
256,74.17
254,74.09
369,73.04
290,71.27
290,71.92
380,72.0
250,72.97
178,78.64
135,75.69
215,72.16
55,77.38
43,75.0
34,78.29
49,79.8
42,70.37
58,80.79
37,82.69
31,72.09
29,79.65
44,74.08
19,71.05
21,82.19
34,70.43
307,72.37
51,85.25
38,72.2
93,81.33
75,72.09
35,81.09
38,70.26
80,80.05
51,76.6
37,77.83
24,80.49
185,74.17
52,80.13
46,70.34
41,70.25
35,78.37
30,77.32
69,71.37
65,73.55
169,79.81
134,83.57
482,73.97
151,77.53
209,77.92
157,82.65
326,75.3
586,71.59
560,74.42
215,82.12
80,69.0
41,80.53
42,70.71
39,78.13
42,74.34
82,70.47
43,70.3
48,70.19
37,80.44
31,76.4
30,71.79
37,80.36
73,72.25
43,80.31
43,75.37
83,74.4
163,75.51
401,72.55
410,68.51
446,71.56
137,80.21
142,83.53
235,75.25
52,78.29
23,89.83
48,84.14
41,89.07
127,79.25
109,74.68
151,79.13
560,75.68
436,73.29
437,69.02
508,75.4
375,76.29
547,70.66
472,79.94
615,72.53
273,74.86
180,77.59
429,73.04
523,77.83
447,71.1
301,72.23
546,74.64
512,73.42
402,72.1
291,71.51
454,73.35
265,73.21
604,78.18
451,75.95
197,75.0
398,73.19
254,77.91
136,76.67
96,78.39
166,77.24
161,73.68
209,71.01
115,74.21
138,76.5
279,72.78
284,73.53
202,76.97
287,79.01
153,77.25
91,80.39
434,72.21
467,74.49
662,69.96
272,73.9
144,78.53
330,68.22
123,77.07
117,74.84
259,78.36
420,75.83
153,78.94
139,75.38
288,75.88
162,75.93
186,74.38
268,78.22
189,72.42
85,73.98
75,79.92
104,71.9
269,71.51
520,69.25
282,73.69
427,69.35
568,71.06
727,73.04
392,72.2
206,71.0
84,80.72
77,81.52
107,68.73
70,77.27
36,74.26
42,76.84
267,71.84
138,77.76
99,83.14
154,79.33
52,70.16
45,82.58
33,81.03
28,80.64
28,74.92
30,71.31
33,75.65
54,77.74
571,71.24
611,74.17
568,71.53
704,72.27
428,73.43
728,70.58
605,70.96
632,74.32
305,70.76
246,73.39
426,70.45
195,74.68
213,77.82
282,66.92
826,74.16
381,68.73
392,72.71
76,80.23
96,79.65
77,72.71
61,82.77
47,85.2
38,80.45
36,83.69
34,72.3
41,74.29
62,79.68
140,78.63
133,71.68
37,77.79
34,81.26
91,76.79
157,78.53
162,78.32
244,76.74
142,74.95
63,82.29
97,80.18
265,70.72
110,75.53
76,72.57
39,77.68
29,80.04
50,70.78
53,72.09
160,70.93
78,79.8
43,79.9
41,76.87
36,74.32
35,83.1
39,73.94
31,76.38
182,75.79
132,76.32
52,77.98
60,78.03
142,80.74
157,73.54
279,75.37
194,71.39
192,73.17
209,76.9
275,72.74
299,72.31
186,72.73
57,81.97
87,73.62
207,74.74
140,74.16
148,70.16
331,72.65
268,78.34
90,79.42
106,79.7
219,76.22
440,74.13
401,71.37
375,71.37
337,70.1
288,71.67
322,67.4
291,73.06
305,70.84
247,70.08
349,71.54
329,70.3
378,69.26
384,71.21
236,69.92
329,75.09
402,72.8
233,75.92
112,73.28
72,89.75
350,69.37
456,71.7
367,72.09
322,73.57
233,72.87
141,71.07
183,72.69
265,69.78
441,73.46
330,68.69
363,71.07
450,78.33
411,74.91
534,75.52
583,68.46
642,71.33
871,75.22
740,72.92
754,71.08
399,73.35
151,70.99
110,74.91
266,69.48
144,75.17
70,78.86
68,77.16
180,76.75
57,82.39
41,82.67
41,79.03
47,70.22
80,74.14
28,82.4
33,79.39
295,74.09
303,70.12
333,68.07
486,72.26
480,74.64
484,71.62
369,76.23
324,75.85
654,73.37
744,73.19
760,71.15
600,70.21
420,74.65
352,68.07
554,72.06
403,69.55
336,71.95
144,74.21
355,71.64
495,71.53
343,73.97
346,71.21
369,71.42
288,72.14
454,70.04
478,73.2
216,74.22
345,74.56
465,75.77
397,72.38
321,76.5
412,70.48
333,72.2
196,76.22
283,69.73
361,69.93
356,69.51
327,73.02
344,69.8
350,70.35
406,71.83
339,68.44
218,76.38
401,71.39
135,70.45
56,80.79
72,81.81
67,81.04
196,80.65
82,66.79
82,71.55
34,78.25
54,67.79
207,82.56
348,70.78
186,70.86
160,74.0
141,76.17
49,75.89
40,78.67
33,80.84
60,70.17
117,71.54
141,75.17
171,72.39
195,77.83
233,70.92
299,68.34
104,74.12
164,71.94
246,74.95
193,72.21
196,71.92
175,72.92
82,76.47
111,78.91
187,76.81
157,73.35
252,71.65
38,77.17
76,72.79
226,74.04
224,71.98
200,71.01
192,69.88
98,74.26
63,74.36
33,78.23
52,79.02
40,80.15
43,79.31
44,77.98
97,75.1
117,76.71
46,72.87
19,73.54
32,70.26
43,75.27
45,79.03
49,70.21
56,82.31
54,81.7
33,81.49
36,77.62
35,75.8
37,70.16
47,74.74
32,77.41
66,71.72
46,82.47
53,80.44
57,80.17
35,89.54
31,70.2
14,70.12
32,72.18
142,76.37
137,80.84
100,82.09
135,78.47
64,78.36
70,76.77
200,78.78
299,72.14
149,79.44
68,81.42
64,71.54
78,74.27
76,72.3
208,78.58
223,76.46
192,77.9
223,78.58
224,79.33
137,81.49
83,85.73
76,85.38
175,72.98
92,82.72
41,75.75
48,83.74
44,71.59
37,82.08
193,75.35
355,75.76
298,75.95
129,78.27
69,81.31
47,85.37
41,86.48
35,89.88
28,86.33
32,79.49
34,84.27
37,81.55
37,72.9
34,81.99
40,78.73
42,70.84
54,74.7
64,80.88
63,70.4
59,72.28
66,89.86
70,83.26
50,84.76
48,76.7
47,86.86
42,76.84
49,81.9
46,73.68
103,77.85
206,76.28
112,84.14
135,81.85
137,81.94
164,81.94
156,82.23
219,79.3
274,69.42
111,81.74
182,84.6
315,70.71
158,74.96
99,80.85
254,73.1
161,78.33
449,76.66
405,75.21
412,77.81
441,75.16
379,79.85
169,75.05
54,79.04
57,77.27
47,72.9
55,80.54
60,78.81
64,83.56
100,77.13
133,75.26
421,71.91
731,68.96
519,80.33
267,75.71
308,76.94
243,73.36
66,76.11
55,80.97
59,73.81
87,78.51
50,73.47
59,70.86
144,70.53
307,74.34
113,73.69
202,76.19
338,72.65
97,79.79
36,70.38
34,72.3
57,83.29
226,73.0
93,71.42
32,77.94
46,85.75
65,81.57
65,75.05
135,77.64
67,74.34
60,74.26
45,78.17
64,70.17
49,72.55
61,72.23
51,76.35
51,71.67
54,70.46
90,70.1
283,76.72
371,75.88
457,72.29
728,70.31
125,75.31
91,72.94
61,80.95
93,80.11
186,81.92
304,77.03
479,77.0
488,75.42
660,73.36
556,74.14
358,78.79
127,73.3
66,82.59
230,78.81
414,70.24
356,72.51
611,68.35
643,72.32
493,68.23
355,70.38
530,65.78
554,70.98
730,67.77
803,75.09
632,73.91
700,75.52
599,71.42
478,71.01
572,67.96
649,70.55
414,71.11
336,71.5
375,71.62
183,73.69
108,75.86
248,76.14
119,77.54
154,78.59
177,80.98
138,81.21
126,80.22
209,78.28
709,74.77
892,73.14
418,72.45
361,69.93
307,72.43
429,74.0
403,69.29
493,67.33
351,68.35
395,70.57
419,70.74
511,70.9
343,72.42
143,72.55
302,74.22
470,70.1
289,78.29
151,78.61
68,80.43
62,80.31
150,75.37
243,71.5
277,72.75
301,74.64
288,74.09
589,72.0
574,70.51
368,69.95
287,69.83
251,74.15
238,71.72
160,73.53
156,71.23
236,72.26
283,73.33
331,72.37
233,73.9
313,74.05
235,78.87
240,76.79
93,81.56
69,78.74
61,84.44
62,79.22
91,79.14
450,73.4
644,73.51
723,67.98
707,66.06
112,77.43
144,70.47
612,70.54
705,69.58
652,77.67
785,70.33
895,76.31
647,71.84
521,70.35
681,73.39
462,70.84
381,76.2
444,69.25
491,67.64
619,71.24
700,69.85
399,75.48
174,79.5
96,80.87
61,81.29
52,85.92
81,80.77
61,83.86
526,67.88
375,70.45
489,73.97
541,72.56
519,70.7
342,71.22
346,73.0
262,75.75
225,76.26
392,74.06
394,73.56
185,77.48
350,78.38
1550,74.03
518,73.17
628,73.09
452,68.65
483,69.66
630,62.43
734,66.53
388,77.44
278,75.13
405,68.55
313,68.93
59,77.19
85,80.96
204,78.45
376,71.47
335,70.88
484,74.83
355,71.2
342,68.17
387,69.31
111,70.27
293,72.6
473,69.16
463,67.75
204,73.21
331,71.61
169,76.27
99,74.08
99,77.18
215,74.81
332,89.75
179,74.72
263,71.57
316,78.25
367,71.2
293,74.63
204,68.23
312,74.56
334,74.32
457,71.66
473,71.43
437,71.6
625,77.09
660,73.37
590,67.13
506,66.57
376,71.74
679,73.29
700,70.28
559,68.84
468,70.74
604,72.17
609,68.86
551,71.1
401,73.9
352,73.9
486,69.1
541,66.49
556,69.24
453,67.39
462,73.63
261,79.3
384,72.97
398,71.86
367,75.55
268,73.42
136,77.93
645,69.83
489,73.3
174,74.29
122,74.1
73,81.03
437,73.24
311,73.57
362,72.53
266,74.89
267,78.14
397,75.2
344,75.11
319,74.76
356,73.98
337,74.87
288,76.19
293,72.79
347,74.54
268,74.25
221,75.42
164,72.1
225,75.18
284,73.38
229,69.35
382,70.13
53,82.87
45,70.37
42,86.06
79,77.09
127,77.44
71,78.53
79,78.61
47,83.29
50,70.21
61,70.4
220,67.61
295,66.16
303,74.34
131,79.78
80,79.66
65,82.65
37,81.89
26,71.1
44,86.94
52,70.49
86,79.23
98,78.68
82,70.12
67,79.88
52,83.05
130,77.14
184,74.98
107,78.47
57,78.01
56,84.13
37,81.15
45,80.85
50,84.63
61,80.45
114,76.96
99,81.33
140,78.47
58,83.66
92,79.94
403,75.76
431,76.39
545,71.91
603,70.76
539,72.84
544,70.81
617,71.52
682,75.02
797,72.93
388,73.72
547,71.53
742,73.06
482,70.47
779,71.1
529,77.69
115,89.76
128,87.01
140,82.56
178,75.37
153,79.61
120,83.5
112,85.93
149,75.81
671,73.46
50,80.89
49,82.71
60,81.96
86,78.81
202,79.72
205,71.04
129,73.95
61,78.9
71,75.05
62,83.21
285,78.26
153,75.76
57,74.6
68,79.39
66,78.43
50,70.33
48,70.29
53,72.16
162,80.98
347,74.8
71,84.4
52,70.48
76,69.96
79,85.12
328,81.25
554,76.19
370,74.11
213,76.9
263,78.06
609,75.27
388,73.76
291,69.74
155,74.69
101,81.22
76,80.02
91,82.47
70,88.61
203,85.62
323,75.6
180,70.11
349,70.72
272,75.37
158,74.74
179,75.87
417,74.39
165,78.33
85,84.52
138,76.79
610,71.19
83,79.27
68,81.09
149,79.34
127,73.97
164,71.48
186,75.06
570,68.68
154,81.48
161,79.54
78,75.81
94,82.12
235,79.06
95,80.49
70,75.1
123,76.88
131,75.17
63,79.28
58,83.17
117,79.18
242,79.17
119,77.24
56,83.11
53,89.85
54,81.08
81,83.34
184,72.88
97,80.71
56,82.78
56,80.57
56,83.18
323,73.82
73,83.13
136,77.68
146,82.97
71,81.63
79,83.04
48,83.7
60,83.15
77,79.99
120,73.58
67,77.06
75,71.22
69,80.22
419,73.82
576,72.12
705,73.75
252,74.43
628,75.5
576,70.45
817,68.46
344,78.3
132,82.58
166,81.37
59,82.8
44,70.5
238,69.19
153,82.44
84,82.23
88,80.78
127,81.98
88,81.94
42,82.3
85,82.01
174,81.03
228,72.6
59,73.79
68,79.87
56,84.73
133,78.0
46,70.3
28,72.37
32,71.72
125,76.78
91,79.42
229,74.81
551,73.09
656,71.42
683,69.58
803,72.92
401,76.22
169,77.32
84,81.67
50,82.79
119,89.85
331,68.53
718,70.6
540,75.91
247,77.04
348,73.5
378,72.91
180,73.28
441,69.68
342,73.58
116,81.82
50,80.89
216,83.43
404,74.73
437,76.03
492,75.61
364,71.98
312,76.54
379,74.55
393,70.07
227,67.82
174,73.11
342,75.53
226,72.96
297,72.9
286,77.8
92,76.17
387,78.97
500,78.71
173,77.03
423,72.8
569,72.63
263,73.15
579,69.21
201,75.77
59,78.78
159,78.78
459,77.02
443,72.29
450,73.8
488,74.54
214,80.39
140,72.77
165,70.26
100,71.39
129,68.55
494,73.09
418,76.69
413,71.5
258,73.86
298,72.3
172,76.12
262,77.59
284,76.0
528,73.05
637,75.5
497,72.57
482,74.6
379,73.96
342,75.47
132,70.34
221,73.2
389,75.11
613,65.42
310,78.96
474,75.45
301,73.73
585,73.45
708,77.95
588,73.96
408,74.74
87,82.95
76,82.75
71,81.23
151,77.55
365,70.59
60,71.38
98,82.41
410,74.92
437,73.05
901,70.48
799,73.53
643,75.15
665,74.5
436,74.06
137,75.24
77,79.74
85,80.52
53,73.69
365,73.8
296,74.49
363,71.75
381,74.0
230,72.77
186,76.27
199,84.11
392,76.84
361,75.74
200,77.56
74,76.27
179,76.28
415,70.89
264,72.55
267,74.75
354,71.86
552,71.21
438,78.18
122,81.87
68,85.79
163,81.41
156,75.45
281,76.73
208,72.02
415,70.57
670,71.74
620,72.67
455,72.51
215,72.49
230,71.17
310,74.62
155,73.29
284,70.71
445,72.87
379,71.61
267,76.66
218,79.76
296,72.75
199,76.16
205,74.19
209,73.7
290,75.29
244,77.67
218,74.38
47,82.81
50,79.3
60,70.77
63,83.09
62,82.45
55,81.98
61,70.42
57,86.82
57,70.7
102,70.36
85,69.99
56,82.38
89,82.57
110,81.6
148,69.6
72,71.51
62,74.18
133,75.97
290,74.1
222,73.76
256,73.6
219,74.58
388,73.85
347,74.87
370,76.49
247,71.69
264,75.73
772,77.26
286,77.89
405,70.4
430,71.36
446,72.85
318,75.43
313,74.0
296,73.94
349,75.47
383,75.16
385,72.38
309,77.98
311,76.26
333,75.22
270,71.87
190,75.29
241,75.03
230,71.72
252,75.8
242,72.52
267,74.74
176,77.91
210,75.27
143,76.81
146,77.33
197,76.52
80,72.58
77,80.84
66,81.25
135,75.15
221,72.42
315,72.24
114,78.5
244,77.21
474,74.23
788,72.58
701,71.57
844,74.01
400,75.82
437,76.1
194,80.28
109,83.97
124,84.11
89,87.41
386,77.33
340,67.41
423,78.34
228,81.2
496,73.84
150,78.87
148,77.21
155,76.14
174,78.56
200,80.28
321,82.86
528,78.46
226,75.88
111,79.7
87,81.93
143,80.66
359,76.94
403,77.47
128,76.47
92,76.71
69,80.73
128,75.53
440,85.51
547,75.27
183,77.52
116,73.37
472,75.83
146,79.88
612,75.33
350,76.69
154,79.83
90,78.97
124,82.26
245,76.42
290,80.46
283,77.73
179,75.47
134,76.53
197,84.14
63,79.67
296,77.07
646,77.86
807,73.88
338,72.52
251,76.47
273,77.98
81,80.69
168,85.16
308,76.93
548,78.41
365,77.4
545,74.06
813,68.17
842,79.63
541,73.89
211,72.99
93,79.35
58,75.7
56,88.47
69,74.3
71,76.05
117,76.22
200,75.44
414,85.61
302,76.73
282,76.8
293,79.02
270,75.98
123,77.82
434,73.32
396,73.83
277,74.91
79,85.14
87,81.51
110,80.83
82,70.63
90,83.08
84,82.61
129,76.94
168,81.93
100,77.88
156,80.54
137,81.05
107,77.56
75,78.17
94,75.75
75,81.97
79,72.75
70,78.13
75,71.96
99,70.45
94,80.52
118,73.51
70,73.37
303,79.85
224,76.91
191,81.19
187,75.32
292,79.28
278,75.13
172,79.64
129,74.85
380,77.41
351,73.98
83,79.25
56,77.84
70,81.12
74,84.91
68,78.13
106,78.0
92,78.5
151,75.19
130,78.4
399,72.92
693,74.99
709,76.73
597,70.99
407,81.69
149,75.98
65,81.17
71,81.73
107,76.15
130,85.12
75,82.41
109,89.48
102,87.65
70,78.85
90,79.85
206,76.31
74,81.31
70,83.94
58,78.97
132,82.31
106,89.44
308,74.02
462,78.54
512,79.36
997,70.59
1217,76.19
267,74.95
664,70.53
915,71.52
696,69.36
446,73.91
208,69.02
97,83.46
274,75.32
672,71.09
897,76.75
605,70.85
481,72.58
221,74.42
398,71.76
628,77.32
698,75.81
765,72.38
650,71.6
565,71.29
561,72.44
638,72.27
651,73.82
581,69.29
553,71.9
602,73.97
610,75.54
532,77.81
638,77.88
805,78.77
643,78.31
574,79.25
506,72.88
412,79.5
382,75.04
468,68.2
742,69.58
619,72.53
527,74.82
533,73.68
293,72.06
285,73.87
510,73.77
778,74.06
456,71.92
554,72.95
417,74.21
587,72.4
374,78.39
569,75.04
126,77.61
77,78.65
55,78.05
69,86.16
64,72.37
59,84.6
48,77.67
282,72.31
402,73.71
144,80.68
287,77.62
279,76.49
394,78.03
441,79.01
284,73.79
237,73.31
437,68.56
447,70.58
148,72.25
109,80.77
100,82.06
77,81.88
137,74.21
436,75.26
282,72.92
624,72.19
434,76.37
156,78.08
161,80.11
274,79.38
524,75.92
546,76.2
502,75.9
615,71.76
415,75.29
443,69.52
476,70.43
421,71.12
142,73.66
277,75.37
567,73.42
498,73.6
289,74.56
178,74.5
172,71.77
157,78.88
138,78.67
294,83.79
478,72.38
871,75.86
659,72.68
505,80.08
616,81.24
407,68.16
687,73.33
549,70.37
709,76.21
266,74.28
162,75.64
375,74.59
778,67.54
468,69.64
304,73.16
549,71.81
566,76.16
827,75.64
520,73.82
366,77.78
375,77.53
593,75.56
175,80.27
224,80.71
336,75.23
723,70.0
418,71.24
420,69.5
256,72.41
244,73.68
547,73.73
37,81.73
40,86.38
67,79.89
54,76.41
76,83.84
117,71.2
116,72.3
178,77.5
291,70.46
164,75.49
313,74.3
269,75.66
422,74.99
580,76.03
487,72.62
449,73.28
115,77.48
222,75.91
317,75.56
153,77.1
149,72.26
121,77.66
59,84.25
53,80.48
72,81.38
125,74.43
183,72.01
157,78.68
170,77.47
324,73.04
259,74.59
372,73.77
341,72.71
467,73.91
259,77.14
142,77.41
198,84.84
175,82.73
78,81.76
104,79.98
196,79.47
239,74.22
266,77.4
179,76.2
568,71.55
273,74.73
251,71.25
655,70.39
561,76.99
125,85.05
69,83.56
78,83.01
173,80.24
237,77.91
385,75.71
392,74.18
154,76.73
169,82.14
82,72.61
68,73.48
60,79.84
99,80.51
126,77.72
301,75.95
395,73.41
53,87.83
66,83.21
66,82.78
86,85.54
134,70.56
240,74.91
544,70.56
509,80.95
695,73.47
606,69.84
634,71.68
385,70.97
411,69.92
800,72.92
524,73.88
403,74.89
682,75.41
748,76.83
433,78.5
152,80.99
132,82.49
81,89.47
65,85.91
61,85.1
51,84.07
68,89.87
64,83.44
143,82.06
317,70.99
282,70.33
110,76.68
380,75.26
513,74.13
425,71.99
388,73.29
270,77.39
344,80.73
265,76.82
132,76.08
120,80.13
54,84.12
58,70.72
68,73.49
63,80.93
62,74.55
104,74.43
92,75.72
617,73.65
253,73.66
190,75.37
129,74.89
122,80.51
123,76.05
125,76.57
103,80.08
184,68.0
341,74.1
494,75.52
655,75.44
698,74.25
475,72.25
291,74.15
770,71.02
953,71.65
874,72.05
302,73.87
1245,67.97
725,76.14
698,76.21
1038,75.36
1334,76.33
813,68.03
1081,77.81
868,81.1
1023,81.95
1186,70.2
815,75.71
544,76.35
382,72.58
110,69.0
61,73.95
71,83.26
90,81.77
140,75.95
78,79.49
76,79.06
91,88.67
82,82.75
40,81.56
30,80.54
37,81.05
392,81.3
456,76.54
566,74.26
646,74.27
762,67.46
668,71.38
792,72.86
754,74.09
455,76.36
795,74.69
743,78.48
633,68.48
537,81.29
765,76.7
696,77.9
428,74.85
246,87.06
314,75.92
281,75.68
487,75.18
436,76.98
515,76.59
643,74.63
1025,67.53
936,70.16
975,76.62
640,73.64
448,75.76
772,78.63
457,84.59
261,89.8
464,84.7
206,76.03
141,75.27
58,69.23
67,71.18
53,80.82
305,75.29
552,73.55
534,82.46
668,74.24
306,75.96
118,83.4
133,79.26
90,80.25
127,71.52
81,75.7
84,76.95
81,83.92
130,80.0
361,73.28
510,73.05
518,71.1
614,70.39
624,71.34
456,74.39
607,71.83
397,78.76
188,75.58
136,82.47
133,80.79
86,71.42
78,77.07
92,74.4
260,82.33
291,77.04
563,73.08
502,76.03
574,71.95
287,78.92
595,69.42
87,83.57
63,80.84
117,82.24
206,80.5
170,78.04
152,78.33
204,75.26
540,80.19
491,76.29
370,78.23
264,76.86
202,75.54
178,71.41
270,77.95
175,73.92
218,76.16
473,78.86
462,78.02
323,75.71
153,80.37
216,81.68
404,78.18
544,76.56
583,72.37
566,78.01
446,75.85
404,74.54
435,74.42
533,77.01
343,77.53
46,82.45
56,79.86
46,83.25
105,80.21
186,71.85
300,76.44
209,76.85
135,76.43
99,79.77
68,80.25
128,70.06
185,77.01
235,77.5
181,76.71
195,78.88
221,81.95
93,78.94
96,89.16
77,77.53
106,86.13
157,75.95
184,76.37
68,76.27
107,82.56
82,79.33
63,78.88
482,74.12
107,82.24
223,78.93
352,74.7
404,74.81
746,78.91
761,80.32
257,76.57
406,73.67
472,75.77
329,74.39
342,74.94
130,80.4
225,74.79
306,80.34
225,75.52
104,86.89
77,77.26
70,89.81
82,83.7
97,83.27
226,84.4
354,75.55
217,78.76
61,79.9
503,75.29
432,75.09
373,73.53
233,78.94
97,80.03
78,79.07
63,86.91
78,84.24
58,84.99
65,86.13
84,79.52
97,74.89
52,85.33
96,84.49
97,81.36
89,79.58
143,74.39
159,77.15
133,80.83
124,80.82
132,83.97
84,81.76
79,75.05
129,80.54
182,77.8
345,79.96
532,79.31
559,73.5
495,73.92
287,73.04
113,78.64
151,83.5
158,78.96
99,83.6
115,78.97
142,77.84
112,78.1
116,79.42
159,73.27
167,72.07
162,72.11
119,70.02
126,70.22
153,76.0
330,70.35
359,74.82
648,72.93
119,82.57
743,73.71
786,73.86
390,76.01
383,77.72
1048,71.13
1423,79.18
579,82.6
601,74.25
736,70.14
557,69.88
695,74.97
478,78.73
192,76.64
365,73.22
548,69.87
233,73.76
55,81.64
70,80.36
71,81.04
78,82.99
83,83.13
97,80.52
90,71.98
96,78.11
124,74.68
196,82.81
159,71.74
83,73.45
101,81.36
70,81.79
70,78.78
84,70.45
95,85.84
168,72.29
127,83.07
136,77.95
161,75.46
120,73.01
133,73.91
210,74.13
162,73.49
283,75.72
269,69.99
198,80.33
407,77.57
586,70.18
878,71.43
721,73.64
559,67.88
847,71.44
828,65.7
802,74.98
864,76.8
1042,77.31
1135,78.86
1091,79.65
971,77.36
926,74.62
706,70.61
725,73.84
504,72.56
342,76.23
406,71.4
359,71.63
229,73.65
383,73.07
322,74.7
188,75.2
77,76.67
452,71.79
330,80.5
333,75.99
658,74.89
705,74.32
626,72.98
589,75.88
668,70.56
291,75.59
129,82.28
121,75.48
127,78.43
309,77.03
234,75.87
180,73.19
